Solution Name,Remote Testing,Adaptive/IRT,Test Type,PDF Paths
Verify Interactive G+ Report,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_French_(Canadian).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_North_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_sample@candidate2.szz_VerifyInteractiveG+Report_1003303.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_sample.candidate1234@shl.com_VerifyInteractiveG+Report_7468094.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Chinese_(Traditional).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Chinese_(simplified).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SampleReport_VerifyInteractiveG+Report_FRA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Portugese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Slovak.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Portugese_(Brazil).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_Plus_Ability_Report_Thai.pdf
Verify Interactive Process Monitoring,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Process_Monitoring_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Process_Monitoring_Detailed_Report_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Process_Monitoring_Candidate_Report_US_English.pdf
Virtual Assessment and Development Centers,Yes,No,P,N/A
Visual Basic for Applications (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Visual_Basic_for_Applications_(New).pdf
Visual Comparison - UK,Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Visual_Comparison_UKE.pdf
Visual Comparison - US,Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Visual_Comparison.pdf
VLSI and Embedded Systems (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VLSI_and_Embedded_Systems_(New).pdf
What Is The Value - US,Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_What_is_the_Value_-_US.pdf
Workplace Administration Skills (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Workplace_Administration_Skills_(New).pdf
Workplace Health and Safety (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Workplace_Health_and_Safety_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Workplace_Health_and_Safety_(New)_Sample_Candidate.pdf
WriteX - Email Writing (Customer Service) (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(CustomerService)_Sample_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Customer_Service).pdf
WriteX - Email Writing (Managerial) (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Managerial).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Managerial)_Sample_Report.pdf
WriteX - Email Writing (Sales) (New),Yes,No,B S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Sales).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/WriteX_-_Email_Writing_(Sales)_Sample_Report.pdf
Written English v1,Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet-Written_English_US.pdf
Written Spanish,Yes,Yes,K,N/A
Zabbix (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Zabbix_(New).pdf
360 Digital Report,Yes,No,D,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_360_Participant_Digital_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_360_Manager_Digital_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_360_Participant_Digital_Report_with_OPQ.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_360_Participant_Digital_Report_Enterprise_Leadership_with_OPQ_High.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_360_Participant_Digital_Report_Enterprise_Leadership_with_OPQ_Low.pdf
360° Multi-Rater Feedback System (MFS),Yes,No,D P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_360_MFS_-_Swedish.pdf
