Solution Name,Description,Job Levels,Languages,Assessment Length,Remote Testing,Adaptive/IRT,Test Type,Detail URL,PDF Paths
OPQ Manager Plus Report,"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","Romanian, Czech, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA)",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Manager_Plus_Report_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Dutch_(Belgium).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_French_(Belgium).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Slovakian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Icelandic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Portuguese_(Brazil).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Thai.pdf
OPQ Manager Plus Report 2.0,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits,"Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level",N/A,N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_Report_2.0_Latin_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_Report_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Manager_Plus_2.0_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_Report_V2_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Manager_Plus_2.0_Brazilian_Portuguese.pdf
OPQ Maximising your Learning Report,This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions,"Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director","Danish, Dutch, Portuguese, Swedish, English International",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-maximising-your-learning-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Maximise_Your_Learning_Report_Std_v2_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Maximise_Your_Learning_Report_Std_v2_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Maximise_Your_Learning_Report_Std_v2_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Maximise_Your_Learning_Report_Std_v2_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Maximise_Your_Learning_Report_Std_v2_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Maximise_Your_Learning_Report_Std_v2_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Maximise_Your_Learning_Report_Std_v2_Swedish.pdf
OPQ Premium Plus Report,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report","Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive",English International,N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_OPQ32_Premium_Plus_Report.pdf
OPQ Premium Plus Report 2.0,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report","Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor",N/A,N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Premium_Plus_2.0_International_English.pdf
OPQ Profile Report,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Arabic, Romanian, Slovak, Serbian, Chinese Simplified, Chinese Traditional, Danish, Flemish, Dutch, English International, Finnish, French (Belgium), French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Portuguese, Russian, Latin American Spanish, Spanish, Swedish, Thai, Turkish, English (USA), Czech, Estonian, Latvian, Lithuanian",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2__English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2__English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Arabic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_Arabic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2__Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/opq_VIT_PROFILE_REPORT.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Dutch_(Belgium).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2__French_(Belgium).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32ProfileReport_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Estonian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32ProfileReport_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2__German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Profile_(TC_Version)_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Latvian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Lithuanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32ProfileReport_Norwegain.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Slovakian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32ProfileReport_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Icelandic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2__Portuguese_(Brazil).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Profile_Chart_v2_Thai.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate1_OPQ32Profile_MAL.pdf
OPQ Team Impact Group Development Report,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.“IMPORTANT! Please note that for a sample report contact Managed Services""","Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Danish, English International, Finnish, Dutch, Norwegian, Swedish, English (USA)",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/,N/A
OPQ Team Impact Individual Development Report,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","English International, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English (USA)",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_LAS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_DAN.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_NED.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_FIN.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_NOR.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Individual_Development_Report_SVE.pdf
OPQ Team Impact Selection Report,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English International, English (USA)",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Impact_Selection_Report_v2.0_Swedish.pdf
OPQ Team Types & Leadership Styles Profile,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Flemish, French (Belgium), Portuguese (Brazil), Danish, French (Canada), French, German, Italian, Latin American Spanish, Norwegian, Portuguese, Swedish, Turkish, English International, English (USA)",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_TT_and_LS_ProfileStd_v2.0_Spanish_North_Am.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Dutch_(Flemish).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_French_(Belgium).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Team_Types_&_Leadership_Styles_Profile_Sample_Report_(German_2023).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Team_Types_and_Leadership_Styles_ProfileStd_v2.0_Portuguese_(Brazil).pdf
